codigo,nome,capitulo,categoria
Q28,Outras malformações congênitas do aparelho circulatório,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q20-Q28 Malformações congênitas do aparelho circulatório
Q30,Malformação congênita do nariz,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q30-Q34 Malformações congênitas do aparelho respiratório
Q31,Malformações congênitas da laringe,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q30-Q34 Malformações congênitas do aparelho respiratório
Q32,Malformações congênitas da traquéia e dos brônquios,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q30-Q34 Malformações congênitas do aparelho respiratório
Q33,Malformações congênitas do pulmão,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q30-Q34 Malformações congênitas do aparelho respiratório
Q34,Outras malformações congênitas do aparelho respiratório,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q30-Q34 Malformações congênitas do aparelho respiratório
Q35,Fenda palatina,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q35-Q37 Fenda labial e fenda palatina
Q36,Fenda labial,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q35-Q37 Fenda labial e fenda palatina
Q37,Fenda labial com fenda palatina,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q35-Q37 Fenda labial e fenda palatina
Q38,"Outras malformações congênitas da língua, da boca e da faringe","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q39,Malformações congênitas do esôfago,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q40,Outras malformações congênitas do trato digestivo superior,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q41,"Ausência, atresia e estenose congênita do intestino delgado","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q42,"Ausência, atresia e estenose congênita do cólon","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q43,Outras malformações congênitas do intestino,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q44,"Malformações congênitas da vesícula biliar, das vias biliares e do fígado","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q45,Outras malformações congênitas do aparelho digestivo,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q38-Q45 Outras malformações congênitas do aparelho digestivo
Q50,"Malformações congênitas dos ovários, das trompas de Falópio e dos ligamentos largos","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q51,Malformações congênitas do útero e do colo do útero,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q52,Outras malformações congênitas dos órgãos genitais femininos,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q53,Testículo não-descido,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q54,Hipospádias,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q55,Outras malformações congênitas dos órgãos genitais masculinos,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q56,Sexo indeterminado e pseudo-hermafroditismo,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q50-Q56 Malformações congênitas dos órgãos genitais
Q60,Agenesia renal e outros defeitos de redução do rim,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q60-Q64 Malformações congênitas do aparelho urinário
Q61,Doenças císticas do rim,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q60-Q64 Malformações congênitas do aparelho urinário
Q62,Anomalias congênitas obstrutivas da pelve renal e malformações congênitas do ureter,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q60-Q64 Malformações congênitas do aparelho urinário
Q63,Outras malformações congênitas do rim,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q60-Q64 Malformações congênitas do aparelho urinário
Q64,Outras malformações congênitas do aparelho urinário,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q60-Q64 Malformações congênitas do aparelho urinário
Q65,Malformações congênitas do quadril,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q66,Deformidades congênitas do pé,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q67,"Deformidades osteomusculares congênitas da cabeça, da face, da coluna e do tórax","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q68,Outras deformidades osteomusculares congênitas,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q69,Polidactilia,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q70,Sindactilia,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q71,"Defeitos, por redução, do membro superior","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q72,"Defeitos, por redução, do membro inferior","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q73,Defeitos por redução de membro não especificado,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q74,Outras malformações congênitas dos membros,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q75,Outras malformações congênitas dos ossos do crânio e da face,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q76,Malformações congênitas da coluna vertebral e dos ossos do tórax,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q78,Outras osteocondrodisplasias,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q79,Malformações congênitas do sistema osteomuscular não classificadas em outra parte,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q65-Q79 Malformações e deformidades congênitas do sistema osteomuscular
Q80,Ictiose congênita,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q81,Epidermólise bolhosa,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q82,Outras malformações congênitas da pele,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q83,Malformações congênitas da mama,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q84,Outras malformações congênitas do tegumento,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q85,Facomatoses não classificadas em outra parte,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q86,"Síndromes com malformações congênitas devidas a causas exógenas conhecidas, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q87,Outras síndromes com malformações congênitas que acometem múltiplos sistemas,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q89,Outras malformações congênitas não classificadas em outra parte,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q80-Q89 Outras malformações congênitas
Q90,Síndrome de Down,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q91,Síndrome de Edwards e síndrome de Patau,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q92,"Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q93,"Monossomias e deleções dos autossomos, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q95,"Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q96,Síndrome de Turner,"XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q97,"Outras anomalias dos cromossomos sexuais, fenótipo feminino, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q98,"Outras anomalias dos cromossomos sexuais, fenótipo masculino, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
Q99,"Outras anomalias dos cromossomos, não classificadas em outra parte","XVII - Malformações congênitas, deformidades e anomalias cromossômicas",Q90-Q99 Anomalias cromossômicas não classificadas em outra parte
R00,Anormalidades do batimento cardíaco,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R01,Sopros e outros ruídos cardíacos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R02,Gangrena não classificada em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R03,Valor anormal da pressão arterial sem diagnóstico,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R04,Hemorragia das vias respiratórias,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R05,Tosse,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R06,Anormalidades da respiração,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R07,Dor de garganta e no peito,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R09,Outros sintomas e sinais relativos aos aparelhos circulatório e respiratório,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R00-R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório
R10,Dor abdominal e pélvica,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R11,Náusea e vômitos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R12,Pirose,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R13,Disfagia,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R14,Flatulência e afecções correlatas,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R15,Incontinência fecal,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R16,Hepatomegalia e esplenomegalia não classificadas em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R17,Icterícia não especificada,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R18,Ascite,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R10-R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome
R20,Distúrbios da sensibilidade cutânea,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R20-R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo
R21,Eritema e outras erupções cutâneas não especificadas,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R20-R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo
R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R20-R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo
R23,Outras alterações cutâneas,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R20-R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo
R25,Movimentos involuntários anormais,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R25-R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R26,Anormalidades da marcha e da mobilidade,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R25-R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R27,Outros distúrbios da coordenação,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R25-R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R25-R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R30,Dor associada à micção,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R31,Hematúria não especificada,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R32,Incontinência urinária não especificada,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R33,Retenção urinária,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R34,Anúria e oligúria,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R35,Poliúria,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R36,Secreção uretral,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R39,Outros sintomas e sinais relativos ao aparelho urinário,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R30-R39 Sintomas e sinais relativos ao aparelho urinário
R40,"Sonolência, estupor e coma","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R41,Outros sintomas e sinais relativos à função cognitiva e à consciência,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R42,Tontura e instabilidade,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R43,Distúrbios do olfato e do paladar,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R44,Outros sintomas e sinais relativos às sensações e às percepções gerais,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R45,Sintomas e sinais relativos ao estado emocional,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R46,Sintomas e sinais relativos à aparência e ao comportamento,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R40-R46 Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
R47,Distúrbios da fala não classificados em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R47-R49 Sintomas e sinais relativos à fala e à voz
R48,"Dislexia e outras disfunções simbólicas, não classificadas em outra parte","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R47-R49 Sintomas e sinais relativos à fala e à voz
R49,Distúrbios da voz,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R47-R49 Sintomas e sinais relativos à fala e à voz
R50,Febre de origem desconhecida e de outras origens,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R51,Cefaléia,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R52,Dor não classificada em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R53,"Mal estar, fadiga","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R54,Senilidade,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R55,Síncope e colapso,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R56,"Convulsões, não classificadas em outra parte","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R57,Choque não classificado em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R58,Hemorragia não classificada em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R59,Aumento de volume dos gânglios linfáticos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R60,Edema não classificado em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R61,Hiperidrose,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R62,Retardo do desenvolvimento fisiológico normal,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R63,Sintomas e sinais relativos à ingestão de alimentos e líquidos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R64,Caquexia,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R68,Outros sintomas e sinais gerais,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R69,Causas desconhecidas e não especificadas de morbidade,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R50-R69 Sintomas e sinais gerais
R70,Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R71,Anormalidade das hemácias,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R72,Anormalidade dos leucócitos não classificada em outra parte,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R73,Aumento da glicemia,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R74,Anormalidades dos níveis de enzimas séricas,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R75,Evidência laboratorial do vírus da imunodeficiência humana [HIV],"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R76,Outros achados imunológicos anormais no soro,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R77,Outras anormalidades das proteínas plasmáticas,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R78,Presença de drogas e de outras substâncias normalmente não encontradas no sangue,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R79,Outros achados anormais de exames químicos do sangue,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R70-R79 Achados anormais de exames de sangue, sem diagnóstico"
R80,Proteinúria isolada,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R80-R82 Achados anormais de exames de urina, sem diagnóstico"
R81,Glicosúria,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R80-R82 Achados anormais de exames de urina, sem diagnóstico"
R82,Outros achados anormais na urina,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R80-R82 Achados anormais de exames de urina, sem diagnóstico"
R83,Achados anormais no líquido cefalorraquidiano,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R84,Achados anormais de material proveniente dos órgãos respiratórios e do tórax,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R85,Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R86,Achados anormais de material proveniente dos órgãos genitais masculinos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R87,Achados anormais de material proveniente dos órgãos genitais femininos,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R89,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R83-R89 Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
R90,Resultados anormais de exames para diagnóstico por imagem do sistema nervoso central,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R90-R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
R91,"Achados anormais, de exames para diagnóstico por imagem, do pulmão","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R90-R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
R92,"Achados anormais, de exames para diagnóstico por imagem, da mama","XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R90-R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
R93,Achados anormais de exames para diagnóstico por imagem de outras estruturas do corpo,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R90-R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
R94,Resultados anormais de estudos de função,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","R90-R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico"
R95,Síndrome da morte súbita na infância,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R95-R99 Causas mal definidas e desconhecidas de mortalidade
R96,Outras mortes súbitas de causa desconhecida,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R95-R99 Causas mal definidas e desconhecidas de mortalidade
R98,Morte sem assistência,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R95-R99 Causas mal definidas e desconhecidas de mortalidade
R99,Outras causas mal definidas e as não especificadas de mortalidade,"XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte",R95-R99 Causas mal definidas e desconhecidas de mortalidade
S00,Traumatismo superficial da cabeça,"XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S00-S09 Traumatismos da cabeça
S01,Ferimento da cabeça,"XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S00-S09 Traumatismos da cabeça
S02,Fratura do crânio e dos ossos da face,"XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S00-S09 Traumatismos da cabeça
